	ID	log(g)	[Fe/H]	Teff	E(B-V)	BC_1	BC_2	BC_3	BC_4	BC_5
212373386	2.7064	-0.88169315	4923.75	0	1.949	-0.062	0.549	-0.059	0.221	
212375005	2.7055	-0.46981382	4702.17	0	2.096	-0.108	0.552	-0.098	0.226	
212375293	2.519	-0.87838171	4817.75	0	2.016	-0.086	0.546	-0.084	0.219	
212375638	2.506	-1.9967955	5218.32	0	1.755	-0.04	0.512	-0.053	0.183	
212375661	2.5433	-0.69109591	4753.49	0	2.06	-0.098	0.549	-0.093	0.222	
212375691	2.4105	0.67298502	4560.31	0	2.2	-0.133	0.59	-0.089	0.259	
212375893	2.3846	-0.63032193	5034.9	0	1.887	-0.029	0.567	-0.019	0.238	
212376011	2.7456	-1.0228549	4879.32	0	1.974	-0.076	0.541	-0.076	0.214	
212376089	2.4637	-1.1980951	5119.27	0	1.825	-0.032	0.541	-0.034	0.213	
212377181	2.5413	-0.84052653	4713.53	0	2.083	-0.114	0.539	-0.112	0.213	
212381326	2.9429	-0.74421626	4956.79	0	1.93	-0.052	0.554	-0.046	0.226	
212385498	2.6923	0.43631673	4528.62	0	2.221	-0.151	0.57	-0.116	0.241	
212387508	2.8649	-0.36460826	5017.33	0	1.901	-0.026	0.576	-0.009	0.247	
212389209	2.4657	-0.63554287	4678.99	0	2.109	-0.119	0.545	-0.113	0.219	
212389940	2.043	0.12137079	4420.34	0	2.29	-0.197	0.538	-0.172	0.209	
212390165	2.2762	-0.25669106	4838.01	0	2.016	-0.061	0.579	-0.039	0.251	
212390470	2.3722	-0.34410116	4869.56	0	1.994	-0.056	0.576	-0.038	0.248	
212392367	2.3938	-0.43007435	4832.6	0	2.015	-0.068	0.569	-0.054	0.241	
212392830	3.1509	-0.33955243	5035.97	0	1.89	-0.022	0.576	-0.005	0.246	
212393873	2.185	-0.38865742	4488.06	0	2.239	-0.18	0.53	-0.171	0.205	
212394423	2.6753	-0.32135709	4736.41	0	2.077	-0.094	0.563	-0.077	0.236	
212394760	2.4685	-1.05286	4818.67	0	2.013	-0.09	0.54	-0.091	0.214	
212395033	2.6189	0.38227529	4540.1	0	2.213	-0.146	0.57	-0.111	0.241	
212395184	2.859	-0.45470171	4946.33	0	1.943	-0.044	0.569	-0.031	0.241	
212396528	2.3814	-0.42522058	4587.52	0	2.172	-0.144	0.543	-0.134	0.217	
212398408	2.6574	0.34807359	4710.13	0	2.104	-0.084	0.594	-0.043	0.263	
212398729	2.6832	-0.31675277	4772.03	0	2.055	-0.083	0.567	-0.066	0.239	
212401077	2.0941	-1.0475242	4736.87	0	2.068	-0.11	0.539	-0.111	0.214	
212401624	2.3997	-0.15569574	4913.23	0	1.97	-0.039	0.588	-0.013	0.259	
212402298	2.7606	-0.39209661	4917.34	0	1.962	-0.048	0.572	-0.033	0.244	
212404841	2.5547	-0.8049416	4773.12	0	2.046	-0.096	0.545	-0.093	0.219	
212405175	2.3944	-0.73816069	4828.07	0	2.013	-0.079	0.554	-0.073	0.227	
212406980	2.3804	-0.75373654	4790.34	0	2.036	-0.089	0.551	-0.084	0.224	
212407479	2.8254	-0.49699533	4921.89	0	1.957	-0.051	0.566	-0.039	0.238	
212407899	2.6011	-0.37755547	4670.85	0	2.118	-0.115	0.554	-0.102	0.228	
212408600	2.7136	-0.57611798	4879.09	0	1.982	-0.063	0.561	-0.053	0.233	
212408870	2.3242	-0.76019902	5104.25	0	1.843	-0.019	0.562	-0.012	0.233	
212409092	2.505	-0.55594952	4997.28	0	1.911	-0.035	0.568	-0.023	0.24	
212409442	2.0985	-0.38962447	4499.53	0	2.232	-0.175	0.533	-0.166	0.208	
212409894	2.3702	-0.057694855	4786.92	0	2.051	-0.069	0.584	-0.04	0.255	
212410121	2.7303	-0.80713501	4943.84	0	1.938	-0.055	0.552	-0.051	0.225	
212411479	2.2674	-0.14699707	4766.98	0	2.062	-0.077	0.579	-0.052	0.25	
212412193	2.2758	-0.25684195	4541.85	0	2.205	-0.156	0.544	-0.141	0.218	
212412236	2.3754	-0.12990011	4719.08	0	2.092	-0.091	0.573	-0.067	0.245	
212414229	2.4891	-0.56943527	4840.13	0	2.008	-0.071	0.561	-0.061	0.234	
212415256	2.6955	-0.26022592	4866.34	0	1.997	-0.056	0.577	-0.036	0.248	
212416240	2.9708	-0.31847911	4963.79	0	1.935	-0.036	0.576	-0.018	0.247	
212418209	2.3792	-0.81120502	4752.98	0	2.059	-0.101	0.545	-0.098	0.219	
212421773	2.695	0.61692064	4472.44	0	2.259	-0.175	0.568	-0.142	0.241	
212422971	3.0956	0.19984878	4827.15	0	2.029	-0.054	0.596	-0.018	0.265	
212424973	3.0016	-0.31174402	4985.93	0	1.921	-0.031	0.577	-0.013	0.248	
212425365	2.5807	-0.42255466	4739.46	0	2.074	-0.095	0.559	-0.082	0.233	
212425673	2.3448	-0.23840872	4623.42	0	2.152	-0.126	0.557	-0.108	0.23	
212426113	2.6009	-0.443631	4638.69	0	2.138	-0.128	0.547	-0.117	0.221	
212426291	2.4648	-0.11955571	4563.14	0	2.193	-0.145	0.552	-0.125	0.224	
212426710	2.5139	-0.25426879	4689.63	0	2.109	-0.105	0.563	-0.087	0.236	
212428250	2.3956	-0.64246277	4967.22	0	1.928	-0.043	0.565	-0.034	0.237	
212429068	2.478	-0.92429321	4852.02	0	1.994	-0.078	0.546	-0.077	0.22	
212429821	2.3742	-0.47244368	4919.31	0	1.961	-0.048	0.572	-0.034	0.244	
212432277	2.1752	-1.1622471	4850.81	0	1.993	-0.082	0.543	-0.084	0.216	
212432798	2.5536	-0.37580123	4747.09	0	2.07	-0.091	0.563	-0.076	0.236	
212433407	2.3585	-0.064933467	4486.85	0	2.244	-0.174	0.541	-0.153	0.214	
212433734	2.5883	-0.29963605	4737.29	0	2.077	-0.092	0.565	-0.075	0.238	
212434144	2.6089	-0.59164408	4701.36	0	2.095	-0.111	0.548	-0.104	0.222	
212434736	2.9779	-0.43548961	4836.77	0	2.011	-0.07	0.563	-0.057	0.236	
212434738	2.3663	-0.32993828	4859.93	0	2	-0.058	0.576	-0.039	0.248	
212435612	2.7386	-0.32725995	4861.58	0	1.998	-0.059	0.572	-0.042	0.244	
212435800	2.46	0.18613108	4624.75	0	2.156	-0.116	0.576	-0.082	0.245	
212436203	2.6447	-0.18451985	4679.06	0	2.116	-0.107	0.564	-0.087	0.236	
212436758	2.4593	0.063134847	4755.54	0	2.072	-0.075	0.586	-0.042	0.256	
212436835	2.4042	-1.8398943	5194.23	0	1.772	-0.037	0.52	-0.049	0.191	
212437324	2.237	-0.32828565	4825.43	0	2.022	-0.066	0.575	-0.047	0.247	
212438232	2.3568	-0.86781598	5109.13	0	1.838	-0.022	0.556	-0.018	0.227	
212439203	2.5009	0.054611932	4815.9	0	2.034	-0.058	0.592	-0.025	0.261	
212439842	2.4613	-1.2954115	4822.33	0	2.007	-0.094	0.534	-0.098	0.208	
212441200	2.5588	-0.92025669	4722.05	0	2.076	-0.113	0.536	-0.114	0.211	
212441928	2.3759	-0.1967199	4870.59	0	1.996	-0.051	0.584	-0.027	0.255	
212442296	2.5551	-0.31766431	4685.83	0	2.11	-0.109	0.559	-0.093	0.232	
212442630	2.6998	-0.18640183	4662.3	0	2.127	-0.113	0.561	-0.093	0.234	
212443190	2.4115	-0.79410954	4869.7	0	1.986	-0.07	0.553	-0.065	0.227	
212443898	2.3477	0.27197461	4636.9	0	2.15	-0.109	0.583	-0.071	0.252	
212444038	2.7719	0.39435414	4692.97	0	2.115	-0.09	0.594	-0.049	0.263	
212444101	2.462	-1.0340207	4864.97	0	1.984	-0.078	0.543	-0.078	0.216	
212444190	2.7108	-0.0012536749	4658.68	0	2.132	-0.109	0.569	-0.082	0.24	
212444220	2.3766	0.3633095	4607.42	0	2.169	-0.118	0.583	-0.079	0.251	
212445815	2.4145	-0.19810943	4804.02	0	2.037	-0.069	0.578	-0.046	0.25	
212446331	2.6962	-0.69274552	4881.65	0	1.979	-0.066	0.556	-0.059	0.228	
212446522	2.5153	-0.14829643	4578.04	0	2.182	-0.141	0.553	-0.121	0.225	
212447219	2.1581	-0.80900779	4644.5	0	2.13	-0.133	0.537	-0.131	0.212	
212448713	2.0505	0.14307782	4339.06	0	2.345	-0.236	0.52	-0.217	0.192	
212449374	2.3557	-0.1784768	4837.62	0	2.017	-0.059	0.582	-0.034	0.254	
212449752	2.6119	-0.193727	4708.31	0	2.098	-0.098	0.567	-0.077	0.239	
212451374	2.6708	0.34353046	4504.2	0	2.236	-0.162	0.561	-0.131	0.233	
212451986	2.8383	-0.36667711	4880.6	0	1.985	-0.056	0.571	-0.04	0.243	
212451992	2.3604	-1.2489427	4945.43	0	1.931	-0.064	0.541	-0.067	0.214	
212452281	2.7042	-0.10886024	4810.66	0	2.034	-0.065	0.581	-0.04	0.251	
212452623	2.304	-0.41876817	4546.91	0	2.199	-0.158	0.538	-0.149	0.212	
212452639	3.0924	-0.11099098	5035.51	0	1.896	-0.013	0.59	0.012	0.259	
212452787	2.399	-0.79524709	4659.6	0	2.119	-0.129	0.537	-0.127	0.211	
212453259	2.3651	0.011497773	4732.08	0	2.086	-0.083	0.582	-0.052	0.252	
212455631	2.171	-0.12813051	4257.36	0	2.399	-0.283	0.487	-0.281	0.163	
212456495	2.7106	-0.73291034	4936.56	0	1.944	-0.055	0.556	-0.048	0.228	
212456965	2.6418	-1.3591734	5132.96	0	1.814	-0.036	0.533	-0.041	0.205	
212457247	2.3682	-0.15195655	4832.5	0	2.021	-0.059	0.583	-0.034	0.254	
212457515	2.7612	0.26379497	4954.44	0	1.952	-0.017	0.612	0.023	0.28	
212457629	2.3098	0.096411714	4627.54	0	2.154	-0.116	0.573	-0.084	0.243	
212460874	2.5758	-0.22137876	4692.9	0	2.107	-0.104	0.564	-0.084	0.237	
212461950	2.5932	-0.16245085	4691.72	0	2.109	-0.102	0.567	-0.08	0.239	
212462388	2.354	-0.76246222	5077.26	0	1.859	-0.025	0.561	-0.018	0.232	
212463450	2.3312	-0.52863418	4964.34	0	1.932	-0.04	0.571	-0.027	0.243	
212464212	2.4214	-0.64768599	5074.02	0	1.863	-0.022	0.566	-0.013	0.237	
212465262	2.7204	-0.35608762	4872.38	0	1.991	-0.057	0.572	-0.041	0.244	
212466562	2.4661	-0.87011709	4869.3	0	1.984	-0.073	0.55	-0.07	0.223	
212466719	2.7274	-0.45096842	4783.03	0	2.045	-0.084	0.561	-0.072	0.234	
212466741	2.4092	-0.46769113	4870.99	0	1.991	-0.06	0.569	-0.046	0.241	
212467020	2.3444	-1.7655172	4997.29	0	1.892	-0.064	0.53	-0.074	0.203	
212467548	2.8701	0.35569336	4709.29	0	2.104	-0.086	0.593	-0.046	0.262	
212469178	2.6719	-0.76286075	4749.55	0	2.061	-0.102	0.544	-0.098	0.218	
212470452	2.4607	-0.40318246	4666.13	0	2.121	-0.117	0.554	-0.104	0.227	
212470675	2.6964	-0.92604731	4889.49	0	1.97	-0.071	0.546	-0.069	0.219	
212470900	2.2984	-0.57856009	4661.18	0	2.122	-0.122	0.547	-0.114	0.221	
212473659	2.6688	-0.71441617	4720.17	0	2.08	-0.109	0.544	-0.105	0.218	
212477304	2.3154	-0.13134041	4803.52	0	2.039	-0.066	0.583	-0.04	0.253	
212477424	2.2994	-0.96466605	5078.02	0	1.855	-0.03	0.553	-0.028	0.224	
212477603	2.0502	-1.3368334	4897	0	1.963	-0.074	0.543	-0.077	0.216	
212478403	2.5595	-0.71836718	4786.75	0	2.038	-0.09	0.55	-0.084	0.224	
212478724	2.8855	-0.33571694	4937.14	0	1.951	-0.042	0.575	-0.025	0.246	
212479153	2.7856	-0.22836909	4759.48	0	2.064	-0.084	0.569	-0.065	0.241	
212479462	2.5859	-0.30132023	4597.16	0	2.168	-0.138	0.548	-0.124	0.222	
212479984	2.6663	-0.64532217	4939.32	0	1.944	-0.051	0.56	-0.042	0.233	
212480475	2.63	-0.35129829	4759.43	0	2.062	-0.087	0.564	-0.072	0.237	
212481820	2.5285	-0.53995814	4789.13	0	2.04	-0.084	0.559	-0.074	0.232	
212482543	2.4106	-0.9830772	4800.19	0	2.026	-0.093	0.542	-0.093	0.216	
212483392	2.5734	-0.54072616	4747.82	0	2.066	-0.096	0.555	-0.086	0.228	
212483485	2.3689	-0.34776245	4873.71	0	1.991	-0.055	0.576	-0.037	0.248	
212485741	2.5079	-0.54083276	4754.56	0	2.062	-0.094	0.556	-0.084	0.229	
212486984	2.6246	-0.55522561	5083.45	0	1.858	-0.018	0.568	-0.007	0.239	
212487384	2.3606	-0.5969396	4938.53	0	1.947	-0.048	0.566	-0.037	0.239	
212488258	2.9951	-0.64852021	5026.66	0	1.889	-0.034	0.56	-0.026	0.231	
212488384	2.4245	-0.57228771	4752.69	0	2.063	-0.095	0.555	-0.085	0.229	
212488595	2.654	-1.2240085	4877.21	0	1.972	-0.08	0.536	-0.084	0.209	
212488872	2.6989	-0.14182037	4649.92	0	2.136	-0.116	0.562	-0.095	0.234	
212489237	2.447	-0.84250573	5045.33	0	1.876	-0.034	0.556	-0.029	0.228	
212489402	2.5523	-0.71748797	4818.21	0	2.019	-0.082	0.552	-0.076	0.226	
212491285	2.2988	-0.47255224	4637.66	0	2.139	-0.127	0.549	-0.117	0.223	
212493224	2.3824	0.15837835	4747.89	0	2.078	-0.075	0.591	-0.038	0.26	
212493922	2.5801	-0.35593389	4779.66	0	2.049	-0.081	0.566	-0.066	0.239	
212493947	2.5169	-1.0811548	4785.66	0	2.033	-0.099	0.536	-0.101	0.21	
212494855	2.5267	-0.43136227	4828.29	0	2.018	-0.07	0.567	-0.056	0.239	
212495315	2.4952	-0.44544634	4697.06	0	2.101	-0.108	0.555	-0.096	0.228	
212496254	2.9739	0.35517341	4665.52	0	2.132	-0.101	0.587	-0.063	0.257	
212496557	2.8092	-0.0025541503	4774.64	0	2.058	-0.073	0.582	-0.044	0.252	
212496987	2.5381	-0.95695029	4844.68	0	1.998	-0.081	0.544	-0.081	0.217	
212497454	2.7105	-0.42257833	4813.89	0	2.026	-0.075	0.565	-0.061	0.237	
212497825	2.7136	-0.5536124	4829.79	0	2.014	-0.075	0.559	-0.065	0.232	
212498250	2.7353	0.077960667	4793.81	0	2.048	-0.065	0.589	-0.032	0.258	
212498434	2.434	-0.30879156	4662.93	0	2.125	-0.115	0.558	-0.099	0.231	
212498968	2.2247	-0.86184502	4608.4	0	2.153	-0.146	0.53	-0.147	0.205	
212499036	2.3796	-1.4162064	5107.42	0	1.83	-0.039	0.536	-0.044	0.208	
212500796	2.532	-0.84054038	4811.51	0	2.021	-0.087	0.547	-0.084	0.22	
212501110	2.6458	-0.52881583	4916.07	0	1.961	-0.052	0.566	-0.041	0.238	
212501221	2.3329	0.22646033	4733.73	0	2.088	-0.077	0.594	-0.038	0.262	
212501312	2.5873	-0.57538631	4683.52	0	2.107	-0.116	0.547	-0.109	0.221	
212501359	2.5751	-1.0999222	5018.71	0	1.887	-0.048	0.544	-0.048	0.216	
212502915	2.7484	-0.61177716	4869.54	0	1.988	-0.067	0.558	-0.058	0.231	
212505239	2.6787	-0.0097200089	4602.08	0	2.169	-0.129	0.561	-0.104	0.233	
212505598	2.3311	-0.6373978	4982.78	0	1.919	-0.039	0.566	-0.029	0.238	
212508349	2.5026	0.3532405	4478.51	0	2.253	-0.172	0.558	-0.141	0.229	
212509108	2.8333	-0.29915814	4874.43	0	1.99	-0.056	0.574	-0.038	0.246	
212509459	2.4246	-0.11992442	4838.46	0	2.017	-0.057	0.585	-0.03	0.256	
212509787	2.8343	0.20534792	4814.05	0	2.037	-0.056	0.597	-0.019	0.266	
212510633	2.3174	0.38918213	4679.21	0	2.123	-0.092	0.595	-0.048	0.263	
212511648	2.5659	-0.46407524	4727.18	0	2.081	-0.1	0.556	-0.088	0.23	
212512682	2.3714	0.068034605	4870.14	0	2.001	-0.042	0.598	-0.008	0.267	
212512857	2.6235	-0.76648655	4859.04	0	1.992	-0.073	0.552	-0.068	0.225	
212513794	2.4079	0.20616236	4734.21	0	2.087	-0.078	0.592	-0.04	0.261	
212515041	2.7125	-0.66254863	4806.15	0	2.027	-0.084	0.552	-0.077	0.226	
212515804	2.352	-0.13106168	4816.71	0	2.031	-0.063	0.583	-0.037	0.254	
212515966	2.4978	-0.17807902	4657.34	0	2.131	-0.114	0.563	-0.093	0.235	
212516570	2.3333	-0.72532081	4639.02	0	2.134	-0.133	0.538	-0.13	0.212	
212517904	2.4611	-0.19747711	4869.98	0	1.996	-0.051	0.583	-0.028	0.254	
212517958	2.6085	-0.1419279	4693.36	0	2.108	-0.101	0.568	-0.079	0.24	
212519319	2.5754	0.21764807	4731.8	0	2.089	-0.079	0.591	-0.042	0.26	
212519591	2.2749	-0.22966009	4538.57	0	2.208	-0.157	0.545	-0.141	0.218	
212521191	2.8052	-0.3943277	4922.05	0	1.959	-0.047	0.572	-0.032	0.243	
212522143	2.611	-0.60828859	4845.08	0	2.003	-0.072	0.558	-0.063	0.231	
212522599	2.3381	0.35331552	4664.16	0	2.133	-0.098	0.591	-0.056	0.259	
212523520	2.338	0.080582106	4608.85	0	2.166	-0.123	0.569	-0.092	0.239	
212523536	2.3678	0.012394325	4818.86	0	2.032	-0.058	0.591	-0.026	0.26	
212525314	2.594	-0.29148872	4808.3	0	2.033	-0.072	0.572	-0.053	0.244	
212525552	2.4533	-0.47853639	5040.69	0	1.886	-0.023	0.574	-0.009	0.245	
212526274	2.7414	-0.22364845	4828.48	0	2.021	-0.065	0.576	-0.044	0.247	
212526571	2.6953	-0.26216835	4737.27	0	2.078	-0.092	0.566	-0.073	0.239	
212529308	2.3556	-1.5126334	5176.22	0	1.787	-0.03	0.531	-0.037	0.203	
212529674	2.5601	-0.26502722	4609.34	0	2.16	-0.133	0.552	-0.117	0.225	
212532094	2.6824	-0.39370503	4910.38	0	1.967	-0.049	0.572	-0.034	0.244	
212532831	2.2283	-1.4998155	5041.69	0	1.87	-0.05	0.538	-0.056	0.21	
212532875	2.2346	-0.95034876	4821.69	0	2.014	-0.085	0.547	-0.084	0.22	
212533724	3.0284	0.3329398	4832.6	0	2.027	-0.049	0.605	-0.008	0.273	
212533936	2.1746	-0.073643138	4288.19	0	2.378	-0.266	0.497	-0.258	0.173	
212537995	2.4845	-0.31617868	4830.22	0	2.019	-0.066	0.573	-0.048	0.245	
212538940	2.5538	-0.84425862	4825.1	0	2.012	-0.083	0.547	-0.08	0.221	
212538995	2.6088	-0.38883274	4709.1	0	2.094	-0.103	0.558	-0.09	0.231	
212539437	2.6776	-0.10778124	4770.74	0	2.059	-0.077	0.577	-0.052	0.248	
212539507	2.5806	-0.49967541	4800.76	0	2.033	-0.08	0.561	-0.068	0.234	
212539754	2.6307	-0.37849469	4821.78	0	2.022	-0.071	0.568	-0.055	0.24	
212539817	2.7869	-0.62746382	4942.86	0	1.942	-0.05	0.56	-0.041	0.232	
212542797	2.4877	-0.82457753	4775.92	0	2.044	-0.096	0.545	-0.092	0.219	
212545210	2.2325	-0.66150968	4658.77	0	2.123	-0.125	0.544	-0.119	0.218	
212545537	2.8407	-0.62123257	4923.05	0	1.954	-0.055	0.56	-0.046	0.232	
212546716	3.0513	-0.35951005	4920.58	0	1.96	-0.047	0.572	-0.032	0.243	
212547486	2.5816	-0.65610673	4783.51	0	2.041	-0.089	0.552	-0.082	0.226	
212549346	2.3215	-0.40025665	4580.29	0	2.178	-0.146	0.543	-0.134	0.218	
212550462	2.6323	-0.85047878	4950.72	0	1.933	-0.055	0.552	-0.051	0.224	
212551026	2.2953	-0.76170539	4570.89	0	2.178	-0.158	0.528	-0.157	0.203	
212554513	2.6276	-0.090261964	4674.46	0	2.121	-0.106	0.568	-0.082	0.239	
212556674	2.4083	-0.71770299	4635.37	0	2.136	-0.135	0.537	-0.132	0.211	
212556950	2.6383	-0.57753891	4790.64	0	2.038	-0.085	0.556	-0.076	0.229	
212557162	3.0395	-0.66388568	4935.89	0	1.945	-0.054	0.556	-0.047	0.229	
212557578	2.8356	-0.037308402	4810.06	0	2.036	-0.064	0.583	-0.036	0.254	
212558520	2.3648	-0.36341847	4879.58	0	1.987	-0.054	0.575	-0.037	0.247	
212558824	2.5395	-0.81080202	4855.38	0	1.994	-0.075	0.55	-0.071	0.224	
212559006	2.4758	-0.66842769	4703.6	0	2.093	-0.112	0.546	-0.106	0.22	
212559016	2.4232	-0.52499775	4649.87	0	2.13	-0.125	0.546	-0.116	0.221	
212559972	2.4951	-0.67453272	4669.18	0	2.115	-0.123	0.542	-0.118	0.216	
212562786	2.963	-0.78622549	5098.25	0	1.843	-0.026	0.553	-0.021	0.224	
212562915	2.9766	-0.011557247	4795.3	0	2.045	-0.068	0.582	-0.04	0.253	
212564470	2.4237	-0.96320455	4723.05	0	2.076	-0.114	0.536	-0.114	0.211	
212564964	2.4853	-0.15432044	4977.7	0	1.931	-0.024	0.59	0.001	0.261	
212565090	2.3774	-0.33565194	4943.88	0	1.948	-0.038	0.58	-0.019	0.251	
212565520	2.9635	-0.39285497	4899.16	0	1.973	-0.053	0.569	-0.038	0.241	
212566197	3.0248	-0.49245864	5109.51	0	1.843	-0.014	0.568	-0.001	0.239	
212566775	2.7468	-0.44727134	4895	0	1.975	-0.055	0.568	-0.041	0.24	
212566873	2.4387	-0.43205888	4708.07	0	2.094	-0.104	0.557	-0.091	0.231	
212569473	2.3357	-0.55355667	4836.73	0	2.011	-0.071	0.564	-0.06	0.236	
212570114	2.3706	-0.01217497	4746.67	0	2.077	-0.079	0.582	-0.049	0.252	
212572653	2.8167	-1.4771351	5276.27	0	1.726	-0.022	0.521	-0.03	0.191	
212572967	2.8207	-0.65479033	4971.51	0	1.923	-0.045	0.56	-0.037	0.232	
212573624	2.583	-0.99530574	4945.99	0	1.934	-0.06	0.546	-0.059	0.219	
212578933	2.2729	-0.058839257	4404.47	0	2.299	-0.209	0.526	-0.192	0.199	
212579376	2.3738	-0.81215968	5031.1	0	1.886	-0.035	0.558	-0.03	0.23	
212579806	2.6087	-0.94435771	4880.91	0	1.975	-0.073	0.545	-0.071	0.218	
212579931	2.558	-1.0705878	4831.66	0	2.004	-0.088	0.539	-0.089	0.213	
212580161	2.3391	-0.6280274	4969.37	0	1.927	-0.042	0.566	-0.032	0.238	
212580949	2.6772	-0.21678928	4647.08	0	2.136	-0.119	0.558	-0.101	0.231	
212581467	2.8319	-0.62643231	4963.27	0	1.929	-0.046	0.561	-0.037	0.233	
212583319	2.3459	-0.34618554	4833.59	0	2.017	-0.065	0.574	-0.047	0.246	
212585535	2.2671	-0.51219102	4851.24	0	2.003	-0.065	0.567	-0.052	0.24	
212585559	2.3454	-1.1606395	5294.35	0	1.722	-0.003	0.538	-0.006	0.208	
212586118	2.857	-0.51974127	4807.3	0	2.028	-0.08	0.558	-0.07	0.231	
212586390	2.3887	-2.0600545	5144.35	0	1.799	-0.049	0.517	-0.062	0.189	
212587659	2.6204	-0.44454899	4751.89	0	2.065	-0.092	0.559	-0.08	0.232	
212588023	2.5891	-0.94660939	4805.5	0	2.022	-0.091	0.541	-0.091	0.215	
212588862	2.9777	-0.33476044	4886.42	0	1.982	-0.055	0.572	-0.038	0.243	
212590644	3.028	0.19358045	4842.83	0	2.019	-0.049	0.597	-0.013	0.267	
212590687	2.4398	0.28974748	4439.69	0	2.278	-0.189	0.547	-0.162	0.219	
212591277	2.5594	0.019301757	4801.69	0	2.042	-0.063	0.588	-0.032	0.258	
212591385	2.3562	-0.34771702	4531.47	0	2.211	-0.163	0.538	-0.152	0.212	
212593364	2.9611	0.24481686	4742.41	0	2.082	-0.078	0.591	-0.041	0.26	
212593596	2.8661	-0.7808031	4986.82	0	1.911	-0.046	0.553	-0.041	0.225	
212594531	2.157	-0.38609866	4885.82	0	1.984	-0.052	0.577	-0.034	0.249	
212594782	2.7535	-0.586	4858.95	0	1.995	-0.068	0.559	-0.059	0.232	
212594802	2.5396	-0.99508733	4816.19	0	2.015	-0.09	0.541	-0.09	0.214	
212594817	2.2023	-1.5453013	5049.8	0	1.864	-0.049	0.537	-0.055	0.209	
212596229	2.3745	-0.42214786	4803.73	0	2.034	-0.076	0.567	-0.061	0.24	
212597542	2.4778	-0.97132603	4932.2	0	1.943	-0.061	0.548	-0.06	0.221	
212598503	2.7689	-0.56413265	4795.26	0	2.035	-0.084	0.556	-0.075	0.229	
212598896	2.5945	-0.85514147	4852.33	0	1.994	-0.077	0.548	-0.074	0.221	
212599103	2.6773	-0.078903179	4687.23	0	2.113	-0.102	0.57	-0.077	0.241	
212599558	2.8246	0.43633961	4697.07	0	2.113	-0.088	0.596	-0.046	0.265	
212600335	2.5075	-0.62662079	4828.77	0	2.014	-0.076	0.558	-0.067	0.231	
212600636	3.0454	-0.49719215	4870.54	0	1.989	-0.064	0.562	-0.052	0.234	
212600838	2.6836	-0.98757495	4840.66	0	1.999	-0.084	0.541	-0.084	0.214	
212601036	2.7209	-0.55983164	4821.99	0	2.018	-0.077	0.558	-0.067	0.231	
212601342	2.3189	0.22304687	4657.02	0	2.136	-0.103	0.583	-0.065	0.252	
212603017	2.4948	-1.0610406	4779.33	0	2.038	-0.1	0.537	-0.102	0.211	
